country_code,indicator_code,indicator_name,year,value
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,74.8609756097561
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,74.3146341463415
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,74.1634146341463
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,73.5121951219512
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,73.4121951219512
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,72.9634146341463
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,72.6634146341463
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,72.6121951219512
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,72.5609756097561
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,72.5634146341463
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,72.0658536585366
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,71.8658536585366
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,71.7682926829268
BGR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,71.6634146341463
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2024,61.292
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2023,61.092
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2022,60.7
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2021,60.046
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2020,60.454
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,60.184
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,59.972
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,59.578
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,59.173
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,58.778
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2014,58.331
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,57.903
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,57.457
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,57.001
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,56.343
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,55.791
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,55.199
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,54.377
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,53.784
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,53.271
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,52.6
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,51.959
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,51.447
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,51.188
BFA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,50.808
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2024,63.818
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2023,63.651
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2022,62.882
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2021,62.101
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2020,62.569
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,62.18
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,61.806
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,61.345
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,60.789
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,60.107
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2014,59.764
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,59.179
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,58.501
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,57.804
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,57.088
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,56.422
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,55.581
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,54.832
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,53.962
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,53.053
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,52.217
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,50.997
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,49.924
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,48.509
BDI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,47.617
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2024,76.224
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2023,76.059
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2022,75.907
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2021,74.424
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2020,73.818
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,75.449
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,74.84
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,74.71
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,74.35
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,74.096
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2014,73.788
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,73.481
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,73.315
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,72.913
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,72.507
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,72.142
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,71.888
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,71.487
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,71.341
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,70.936
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,70.499
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,70.006
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,69.447
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,68.707
CPV,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,68.117
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2024,70.817
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2023,70.668
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2022,70.528
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2021,69.301
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2020,70.059
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,70.127
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,69.993
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,69.842
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,69.635
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,69.398
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2014,69.117
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,68.755
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,68.371
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,67.869
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,67.311
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,66.747
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,66.147
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,65.549
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,64.886
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,64.113
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,63.256
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,62.345
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,61.395
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,60.457
KHM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,59.491
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2024,63.968
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2023,63.7
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2022,62.443
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2021,61.146
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2020,61.674
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,61.695
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,61.189
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,60.817
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,60.293
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,59.687
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2014,59.13
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,58.73
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,58.17
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,57.482
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,56.965
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,56.486
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,56.116
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,55.71
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,55.301
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,54.904
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,54.578
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,54.253
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,53.922
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,53.598
CMR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,53.338
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2024,82.1080487804878
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2023,81.6263414634146
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2022,81.0948780487805
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2021,81.4514634146342
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2020,81.53
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,82.1585365853659
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,81.8036585365854
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,81.8078048780488
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,81.94
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,81.8258536585366
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2014,81.7843902439025
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,81.7448780487805
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,81.6636585365854
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,81.4826829268293
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,81.3221951219512
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,81.0660975609756
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,80.7246341463415
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,80.5436585365854
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,80.5436585365854
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,80.1126829268293
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,79.9921951219512
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,79.7151219512195
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,79.5307317073171
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,79.3980487804878
CAN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,79.1668292682927
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2024,80.54
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2023,80.358
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2022,79.984
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2021,79.3
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2020,79.23
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,79.052
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,78.835
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,78.615
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,78.367
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,78.119
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2014,77.865
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,77.652
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,77.121
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,76.562
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,76.069
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,75.671
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,75.386
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,75.152
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,75.0
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,74.863
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,74.596
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,74.639
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,74.609
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,74.529
CYM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,74.378
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2024,57.671
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2023,57.408
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2022,18.818
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2021,40.279
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2020,50.596
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,31.53
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,52.297
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,45.231
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,50.999
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,51.934
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2014,40.265
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,49.487
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,51.336
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,50.107
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,46.871
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,14.665
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,49.873
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,49.327
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,48.687
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,48.207
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,47.696
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,47.306
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,46.84
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,46.734
CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,46.609
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2024,55.238
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2023,55.069
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2022,54.528
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2021,53.136
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2020,53.082
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,52.993
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,52.447
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,51.875
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,51.603
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,51.32
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2014,51.141
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,51.051
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,50.765
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,50.426
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,50.107
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,49.828
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,49.503
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,49.21
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,48.747
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,48.86
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,48.687
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,48.609
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,48.36
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,48.306
TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,47.937
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2024,81.2
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2023,81.1
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2022,81.0
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2021,80.3
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2020,80.9
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,81.2
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,81.1
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,81.0
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,81.2
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,81.4
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2014,81.6
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,81.5
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,81.3
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,81.4
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,81.2
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,81.0
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,80.8
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,80.6
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,80.4
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,80.1
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,79.8
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,79.4
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,79.1
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,79.0
CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,78.8
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2024,81.359
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2023,81.167
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2022,79.176
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2021,78.876
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2020,79.349
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,80.324
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,80.559
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,80.61
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,80.295
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,80.008
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2014,79.714
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,79.551
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,79.221
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,79.236
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,79.095
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,78.89
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,78.752
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,78.652
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,78.533
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,78.459
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,78.276
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,77.884
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,77.84
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,77.58
CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,77.128
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2024,78.017
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2023,77.953
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2022,78.202
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2021,78.117
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2020,78.019
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,77.94
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,77.709
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,77.235
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,77.214
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,76.975
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2014,76.714
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,76.452
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,76.2
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,75.889
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,75.668
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,75.317
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,74.833
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,74.789
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,74.404
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,74.085
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,73.727
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,73.385
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,73.034
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,72.675
CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,72.288
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2024,77.913
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2023,77.725
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2022,76.508
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2021,72.698
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2020,74.757
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,76.793
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,76.579
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,76.418
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,76.228
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,76.067
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2014,75.95
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2013,75.834
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2012,75.611
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2011,75.18
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2010,74.876
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2009,74.531
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2008,74.206
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2007,73.751
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2006,73.497
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2005,73.156
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2004,72.76
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2003,72.309
COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2002,71.537
